respondent_id,task_id,alternative_id,choice,intelligence,context_window,privacy,price
27,6,A,1,Expert,Extended,Private,20.0
27,6,B,0,Advanced,Long,Default,20.0
27,6,None,0,,,,
27,7,A,1,Advanced,Extended,Private,60.0
27,7,B,0,Expert,Standard,Default,130.0
27,7,None,0,,,,
27,8,A,0,Basic,Long,Default,130.0
27,8,B,1,Advanced,Extended,Private,20.0
27,8,None,0,,,,
27,9,A,0,Basic,Standard,Private,130.0
27,9,B,0,Advanced,Standard,Default,130.0
27,9,None,1,,,,
28,1,A,0,Advanced,Standard,Default,20.0
28,1,B,0,Advanced,Standard,Private,60.0
28,1,None,1,,,,
28,2,A,0,Expert,Standard,Default,20.0
28,2,B,1,Expert,Long,Private,130.0
28,2,None,0,,,,
28,3,A,1,Advanced,Long,Private,130.0
28,3,B,0,Basic,Long,Default,20.0
28,3,None,0,,,,
28,4,A,1,Advanced,Long,Private,60.0
28,4,B,0,Expert,Long,Default,20.0
28,4,None,0,,,,
28,5,A,0,Advanced,Extended,Default,130.0
28,5,B,1,Expert,Standard,Private,60.0
28,5,None,0,,,,
28,6,A,0,Expert,Extended,Private,20.0
28,6,B,0,Advanced,Long,Default,20.0
28,6,None,1,,,,
28,7,A,0,Advanced,Extended,Private,60.0
28,7,B,0,Expert,Standard,Default,130.0
28,7,None,1,,,,
28,8,A,0,Basic,Long,Default,130.0
28,8,B,1,Advanced,Extended,Private,20.0
28,8,None,0,,,,
28,9,A,0,Basic,Standard,Private,130.0
28,9,B,0,Advanced,Standard,Default,130.0
28,9,None,1,,,,
29,1,A,0,Advanced,Standard,Default,20.0
29,1,B,0,Advanced,Standard,Private,60.0
29,1,None,1,,,,
29,2,A,1,Expert,Standard,Default,20.0
29,2,B,0,Expert,Long,Private,130.0
29,2,None,0,,,,
29,3,A,0,Advanced,Long,Private,130.0
29,3,B,0,Basic,Long,Default,20.0
29,3,None,1,,,,
29,4,A,0,Advanced,Long,Private,60.0
29,4,B,1,Expert,Long,Default,20.0
29,4,None,0,,,,
29,5,A,0,Advanced,Extended,Default,130.0
29,5,B,1,Expert,Standard,Private,60.0
29,5,None,0,,,,
29,6,A,0,Expert,Extended,Private,20.0
29,6,B,1,Advanced,Long,Default,20.0
29,6,None,0,,,,
29,7,A,1,Advanced,Extended,Private,60.0
29,7,B,0,Expert,Standard,Default,130.0
29,7,None,0,,,,
29,8,A,0,Basic,Long,Default,130.0
29,8,B,1,Advanced,Extended,Private,20.0
29,8,None,0,,,,
29,9,A,0,Basic,Standard,Private,130.0
29,9,B,0,Advanced,Standard,Default,130.0
29,9,None,1,,,,
30,1,A,0,Advanced,Standard,Default,20.0
30,1,B,0,Advanced,Standard,Private,60.0
30,1,None,1,,,,
30,2,A,1,Expert,Standard,Default,20.0
30,2,B,0,Expert,Long,Private,130.0
30,2,None,0,,,,
30,3,A,0,Advanced,Long,Private,130.0
30,3,B,1,Basic,Long,Default,20.0
30,3,None,0,,,,
30,4,A,0,Advanced,Long,Private,60.0
30,4,B,0,Expert,Long,Default,20.0
30,4,None,1,,,,
30,5,A,0,Advanced,Extended,Default,130.0
30,5,B,0,Expert,Standard,Private,60.0
30,5,None,1,,,,
30,6,A,0,Expert,Extended,Private,20.0
30,6,B,0,Advanced,Long,Default,20.0
30,6,None,1,,,,
30,7,A,0,Advanced,Extended,Private,60.0
30,7,B,0,Expert,Standard,Default,130.0
30,7,None,1,,,,
30,8,A,0,Basic,Long,Default,130.0
30,8,B,1,Advanced,Extended,Private,20.0
30,8,None,0,,,,
30,9,A,0,Basic,Standard,Private,130.0
30,9,B,0,Advanced,Standard,Default,130.0
30,9,None,1,,,,
31,1,A,1,Advanced,Standard,Default,20.0
31,1,B,0,Advanced,Standard,Private,60.0
31,1,None,0,,,,
31,2,A,1,Expert,Standard,Default,20.0
31,2,B,0,Expert,Long,Private,130.0
31,2,None,0,,,,
31,3,A,0,Advanced,Long,Private,130.0
31,3,B,0,Basic,Long,Default,20.0
31,3,None,1,,,,
31,4,A,0,Advanced,Long,Private,60.0
31,4,B,1,Expert,Long,Default,20.0
31,4,None,0,,,,
31,5,A,0,Advanced,Extended,Default,130.0
31,5,B,0,Expert,Standard,Private,60.0
31,5,None,1,,,,
31,6,A,1,Expert,Extended,Private,20.0
31,6,B,0,Advanced,Long,Default,20.0
31,6,None,0,,,,
31,7,A,1,Advanced,Extended,Private,60.0
31,7,B,0,Expert,Standard,Default,130.0
31,7,None,0,,,,
31,8,A,0,Basic,Long,Default,130.0
31,8,B,0,Advanced,Extended,Private,20.0
31,8,None,1,,,,
31,9,A,0,Basic,Standard,Private,130.0
31,9,B,0,Advanced,Standard,Default,130.0
31,9,None,1,,,,
32,1,A,0,Advanced,Standard,Default,20.0
32,1,B,1,Advanced,Standard,Private,60.0
32,1,None,0,,,,
32,2,A,1,Expert,Standard,Default,20.0
32,2,B,0,Expert,Long,Private,130.0
32,2,None,0,,,,
32,3,A,0,Advanced,Long,Private,130.0
32,3,B,0,Basic,Long,Default,20.0
32,3,None,1,,,,
32,4,A,0,Advanced,Long,Private,60.0
32,4,B,1,Expert,Long,Default,20.0
32,4,None,0,,,,
32,5,A,0,Advanced,Extended,Default,130.0
32,5,B,1,Expert,Standard,Private,60.0
32,5,None,0,,,,
32,6,A,1,Expert,Extended,Private,20.0
32,6,B,0,Advanced,Long,Default,20.0
32,6,None,0,,,,
32,7,A,0,Advanced,Extended,Private,60.0
32,7,B,0,Expert,Standard,Default,130.0
32,7,None,1,,,,
32,8,A,0,Basic,Long,Default,130.0
32,8,B,1,Advanced,Extended,Private,20.0
32,8,None,0,,,,
32,9,A,0,Basic,Standard,Private,130.0
32,9,B,1,Advanced,Standard,Default,130.0
32,9,None,0,,,,
33,1,A,1,Advanced,Standard,Default,20.0
33,1,B,0,Advanced,Standard,Private,60.0
33,1,None,0,,,,
33,2,A,1,Expert,Standard,Default,20.0
33,2,B,0,Expert,Long,Private,130.0
33,2,None,0,,,,
33,3,A,0,Advanced,Long,Private,130.0
33,3,B,1,Basic,Long,Default,20.0
33,3,None,0,,,,
33,4,A,0,Advanced,Long,Private,60.0
33,4,B,1,Expert,Long,Default,20.0
33,4,None,0,,,,
33,5,A,0,Advanced,Extended,Default,130.0
33,5,B,0,Expert,Standard,Private,60.0
33,5,None,1,,,,
33,6,A,0,Expert,Extended,Private,20.0
33,6,B,0,Advanced,Long,Default,20.0
33,6,None,1,,,,
33,7,A,0,Advanced,Extended,Private,60.0
33,7,B,0,Expert,Standard,Default,130.0
33,7,None,1,,,,
33,8,A,0,Basic,Long,Default,130.0
33,8,B,0,Advanced,Extended,Private,20.0
33,8,None,1,,,,
33,9,A,0,Basic,Standard,Private,130.0
33,9,B,0,Advanced,Standard,Default,130.0
33,9,None,1,,,,
34,1,A,0,Advanced,Standard,Default,20.0
34,1,B,1,Advanced,Standard,Private,60.0
34,1,None,0,,,,
34,2,A,1,Expert,Standard,Default,20.0
34,2,B,0,Expert,Long,Private,130.0
34,2,None,0,,,,
34,3,A,0,Advanced,Long,Private,130.0
34,3,B,1,Basic,Long,Default,20.0
34,3,None,0,,,,
34,4,A,1,Advanced,Long,Private,60.0
34,4,B,0,Expert,Long,Default,20.0
34,4,None,0,,,,
34,5,A,0,Advanced,Extended,Default,130.0
34,5,B,0,Expert,Standard,Private,60.0
34,5,None,1,,,,
34,6,A,1,Expert,Extended,Private,20.0
34,6,B,0,Advanced,Long,Default,20.0
34,6,None,0,,,,
34,7,A,1,Advanced,Extended,Private,60.0
34,7,B,0,Expert,Standard,Default,130.0
34,7,None,0,,,,
34,8,A,0,Basic,Long,Default,130.0
34,8,B,1,Advanced,Extended,Private,20.0
34,8,None,0,,,,
34,9,A,0,Basic,Standard,Private,130.0
34,9,B,0,Advanced,Standard,Default,130.0
34,9,None,1,,,,
35,1,A,0,Advanced,Standard,Default,20.0
35,1,B,1,Advanced,Standard,Private,60.0
35,1,None,0,,,,
35,2,A,1,Expert,Standard,Default,20.0
35,2,B,0,Expert,Long,Private,130.0
35,2,None,0,,,,
35,3,A,0,Advanced,Long,Private,130.0
35,3,B,0,Basic,Long,Default,20.0
35,3,None,1,,,,
35,4,A,1,Advanced,Long,Private,60.0
35,4,B,0,Expert,Long,Default,20.0
35,4,None,0,,,,
35,5,A,1,Advanced,Extended,Default,130.0
35,5,B,0,Expert,Standard,Private,60.0
35,5,None,0,,,,
35,6,A,0,Expert,Extended,Private,20.0
35,6,B,1,Advanced,Long,Default,20.0
35,6,None,0,,,,
35,7,A,0,Advanced,Extended,Private,60.0
35,7,B,0,Expert,Standard,Default,130.0
35,7,None,1,,,,
35,8,A,0,Basic,Long,Default,130.0
35,8,B,0,Advanced,Extended,Private,20.0
35,8,None,1,,,,
35,9,A,0,Basic,Standard,Private,130.0
35,9,B,0,Advanced,Standard,Default,130.0
35,9,None,1,,,,
36,1,A,0,Advanced,Standard,Default,20.0
36,1,B,0,Advanced,Standard,Private,60.0
36,1,None,1,,,,
36,2,A,1,Expert,Standard,Default,20.0
36,2,B,0,Expert,Long,Private,130.0
36,2,None,0,,,,
36,3,A,1,Advanced,Long,Private,130.0
36,3,B,0,Basic,Long,Default,20.0
36,3,None,0,,,,
36,4,A,0,Advanced,Long,Private,60.0
36,4,B,1,Expert,Long,Default,20.0
36,4,None,0,,,,
36,5,A,0,Advanced,Extended,Default,130.0
36,5,B,1,Expert,Standard,Private,60.0
36,5,None,0,,,,
36,6,A,1,Expert,Extended,Private,20.0
36,6,B,0,Advanced,Long,Default,20.0
36,6,None,0,,,,
36,7,A,1,Advanced,Extended,Private,60.0
36,7,B,0,Expert,Standard,Default,130.0
36,7,None,0,,,,
36,8,A,0,Basic,Long,Default,130.0
36,8,B,1,Advanced,Extended,Private,20.0
36,8,None,0,,,,
36,9,A,0,Basic,Standard,Private,130.0
36,9,B,0,Advanced,Standard,Default,130.0
36,9,None,1,,,,
37,1,A,0,Advanced,Standard,Default,20.0
37,1,B,1,Advanced,Standard,Private,60.0
37,1,None,0,,,,
37,2,A,0,Expert,Standard,Default,20.0
37,2,B,0,Expert,Long,Private,130.0
37,2,None,1,,,,
37,3,A,0,Advanced,Long,Private,130.0
37,3,B,1,Basic,Long,Default,20.0
37,3,None,0,,,,
37,4,A,1,Advanced,Long,Private,60.0
37,4,B,0,Expert,Long,Default,20.0
37,4,None,0,,,,
37,5,A,0,Advanced,Extended,Default,130.0
37,5,B,0,Expert,Standard,Private,60.0
37,5,None,1,,,,
37,6,A,1,Expert,Extended,Private,20.0
37,6,B,0,Advanced,Long,Default,20.0
37,6,None,0,,,,
37,7,A,1,Advanced,Extended,Private,60.0
37,7,B,0,Expert,Standard,Default,130.0
37,7,None,0,,,,
37,8,A,0,Basic,Long,Default,130.0
37,8,B,1,Advanced,Extended,Private,20.0
37,8,None,0,,,,
37,9,A,0,Basic,Standard,Private,130.0
37,9,B,0,Advanced,Standard,Default,130.0
37,9,None,1,,,,
38,1,A,1,Advanced,Standard,Default,20.0
38,1,B,0,Advanced,Standard,Private,60.0
38,1,None,0,,,,
38,2,A,1,Expert,Standard,Default,20.0
38,2,B,0,Expert,Long,Private,130.0
38,2,None,0,,,,
38,3,A,0,Advanced,Long,Private,130.0
38,3,B,0,Basic,Long,Default,20.0
38,3,None,1,,,,
38,4,A,0,Advanced,Long,Private,60.0
38,4,B,1,Expert,Long,Default,20.0
38,4,None,0,,,,
38,5,A,0,Advanced,Extended,Default,130.0
38,5,B,0,Expert,Standard,Private,60.0
38,5,None,1,,,,
38,6,A,1,Expert,Extended,Private,20.0
38,6,B,0,Advanced,Long,Default,20.0
38,6,None,0,,,,
38,7,A,0,Advanced,Extended,Private,60.0
38,7,B,0,Expert,Standard,Default,130.0
38,7,None,1,,,,
38,8,A,0,Basic,Long,Default,130.0
38,8,B,1,Advanced,Extended,Private,20.0
38,8,None,0,,,,
38,9,A,0,Basic,Standard,Private,130.0
38,9,B,0,Advanced,Standard,Default,130.0
38,9,None,1,,,,
39,1,A,0,Advanced,Standard,Default,20.0
39,1,B,0,Advanced,Standard,Private,60.0
39,1,None,1,,,,
39,2,A,0,Expert,Standard,Default,20.0
39,2,B,0,Expert,Long,Private,130.0
39,2,None,1,,,,
39,3,A,0,Advanced,Long,Private,130.0
39,3,B,0,Basic,Long,Default,20.0
39,3,None,1,,,,
39,4,A,0,Advanced,Long,Private,60.0
39,4,B,1,Expert,Long,Default,20.0
39,4,None,0,,,,
39,5,A,0,Advanced,Extended,Default,130.0
39,5,B,0,Expert,Standard,Private,60.0
39,5,None,1,,,,
39,6,A,1,Expert,Extended,Private,20.0
39,6,B,0,Advanced,Long,Default,20.0
39,6,None,0,,,,
39,7,A,1,Advanced,Extended,Private,60.0
39,7,B,0,Expert,Standard,Default,130.0
39,7,None,0,,,,
39,8,A,0,Basic,Long,Default,130.0
39,8,B,1,Advanced,Extended,Private,20.0
39,8,None,0,,,,
39,9,A,0,Basic,Standard,Private,130.0
39,9,B,0,Advanced,Standard,Default,130.0
39,9,None,1,,,,
40,1,A,0,Advanced,Standard,Default,20.0
40,1,B,0,Advanced,Standard,Private,60.0
40,1,None,1,,,,
40,2,A,1,Expert,Standard,Default,20.0
40,2,B,0,Expert,Long,Private,130.0
40,2,None,0,,,,
40,3,A,0,Advanced,Long,Private,130.0
40,3,B,1,Basic,Long,Default,20.0
40,3,None,0,,,,
40,4,A,0,Advanced,Long,Private,60.0
40,4,B,1,Expert,Long,Default,20.0
40,4,None,0,,,,
40,5,A,0,Advanced,Extended,Default,130.0
40,5,B,1,Expert,Standard,Private,60.0
40,5,None,0,,,,
40,6,A,0,Expert,Extended,Private,20.0
40,6,B,1,Advanced,Long,Default,20.0
40,6,None,0,,,,
40,7,A,1,Advanced,Extended,Private,60.0
40,7,B,0,Expert,Standard,Default,130.0
40,7,None,0,,,,
40,8,A,0,Basic,Long,Default,130.0
40,8,B,1,Advanced,Extended,Private,20.0
40,8,None,0,,,,
40,9,A,0,Basic,Standard,Private,130.0
40,9,B,0,Advanced,Standard,Default,130.0
40,9,None,1,,,,
41,1,A,0,Advanced,Standard,Default,20.0
41,1,B,0,Advanced,Standard,Private,60.0
41,1,None,1,,,,
41,2,A,1,Expert,Standard,Default,20.0
41,2,B,0,Expert,Long,Private,130.0
41,2,None,0,,,,
41,3,A,0,Advanced,Long,Private,130.0
41,3,B,1,Basic,Long,Default,20.0
41,3,None,0,,,,
41,4,A,0,Advanced,Long,Private,60.0
41,4,B,0,Expert,Long,Default,20.0
41,4,None,1,,,,
41,5,A,0,Advanced,Extended,Default,130.0
41,5,B,1,Expert,Standard,Private,60.0
41,5,None,0,,,,
41,6,A,1,Expert,Extended,Private,20.0
41,6,B,0,Advanced,Long,Default,20.0
41,6,None,0,,,,
41,7,A,1,Advanced,Extended,Private,60.0
41,7,B,0,Expert,Standard,Default,130.0
41,7,None,0,,,,
41,8,A,1,Basic,Long,Default,130.0
41,8,B,0,Advanced,Extended,Private,20.0
41,8,None,0,,,,
41,9,A,0,Basic,Standard,Private,130.0
41,9,B,0,Advanced,Standard,Default,130.0
41,9,None,1,,,,
42,1,A,1,Advanced,Standard,Default,20.0
42,1,B,0,Advanced,Standard,Private,60.0
42,1,None,0,,,,
42,2,A,0,Expert,Standard,Default,20.0
42,2,B,0,Expert,Long,Private,130.0
42,2,None,1,,,,
42,3,A,0,Advanced,Long,Private,130.0
42,3,B,1,Basic,Long,Default,20.0
42,3,None,0,,,,
42,4,A,0,Advanced,Long,Private,60.0
42,4,B,1,Expert,Long,Default,20.0
42,4,None,0,,,,
42,5,A,0,Advanced,Extended,Default,130.0
42,5,B,0,Expert,Standard,Private,60.0
42,5,None,1,,,,
42,6,A,1,Expert,Extended,Private,20.0
42,6,B,0,Advanced,Long,Default,20.0
42,6,None,0,,,,
42,7,A,1,Advanced,Extended,Private,60.0
42,7,B,0,Expert,Standard,Default,130.0
42,7,None,0,,,,
42,8,A,0,Basic,Long,Default,130.0
42,8,B,1,Advanced,Extended,Private,20.0
42,8,None,0,,,,
42,9,A,0,Basic,Standard,Private,130.0
42,9,B,0,Advanced,Standard,Default,130.0
42,9,None,1,,,,
43,1,A,1,Advanced,Standard,Default,20.0
43,1,B,0,Advanced,Standard,Private,60.0
43,1,None,0,,,,
43,2,A,1,Expert,Standard,Default,20.0
43,2,B,0,Expert,Long,Private,130.0
43,2,None,0,,,,
43,3,A,0,Advanced,Long,Private,130.0
43,3,B,0,Basic,Long,Default,20.0
43,3,None,1,,,,
43,4,A,0,Advanced,Long,Private,60.0
43,4,B,1,Expert,Long,Default,20.0
43,4,None,0,,,,
43,5,A,0,Advanced,Extended,Default,130.0
43,5,B,1,Expert,Standard,Private,60.0
43,5,None,0,,,,
43,6,A,0,Expert,Extended,Private,20.0
43,6,B,1,Advanced,Long,Default,20.0
43,6,None,0,,,,
43,7,A,0,Advanced,Extended,Private,60.0
43,7,B,0,Expert,Standard,Default,130.0
43,7,None,1,,,,
43,8,A,0,Basic,Long,Default,130.0
43,8,B,1,Advanced,Extended,Private,20.0
43,8,None,0,,,,
43,9,A,0,Basic,Standard,Private,130.0
43,9,B,0,Advanced,Standard,Default,130.0
43,9,None,1,,,,
44,1,A,0,Advanced,Standard,Default,20.0
44,1,B,0,Advanced,Standard,Private,60.0
44,1,None,1,,,,
44,2,A,0,Expert,Standard,Default,20.0
44,2,B,0,Expert,Long,Private,130.0
44,2,None,1,,,,
44,3,A,0,Advanced,Long,Private,130.0
44,3,B,0,Basic,Long,Default,20.0
44,3,None,1,,,,
44,4,A,1,Advanced,Long,Private,60.0
44,4,B,0,Expert,Long,Default,20.0
44,4,None,0,,,,
44,5,A,0,Advanced,Extended,Default,130.0
44,5,B,1,Expert,Standard,Private,60.0
44,5,None,0,,,,
44,6,A,0,Expert,Extended,Private,20.0
44,6,B,1,Advanced,Long,Default,20.0
44,6,None,0,,,,
44,7,A,0,Advanced,Extended,Private,60.0
44,7,B,0,Expert,Standard,Default,130.0
44,7,None,1,,,,
44,8,A,0,Basic,Long,Default,130.0
44,8,B,0,Advanced,Extended,Private,20.0
44,8,None,1,,,,
44,9,A,0,Basic,Standard,Private,130.0
44,9,B,0,Advanced,Standard,Default,130.0
44,9,None,1,,,,
45,1,A,0,Advanced,Standard,Default,20.0
45,1,B,1,Advanced,Standard,Private,60.0
45,1,None,0,,,,
45,2,A,1,Expert,Standard,Default,20.0
45,2,B,0,Expert,Long,Private,130.0
45,2,None,0,,,,
45,3,A,0,Advanced,Long,Private,130.0
45,3,B,0,Basic,Long,Default,20.0
45,3,None,1,,,,
45,4,A,0,Advanced,Long,Private,60.0
45,4,B,1,Expert,Long,Default,20.0
45,4,None,0,,,,
45,5,A,0,Advanced,Extended,Default,130.0
45,5,B,0,Expert,Standard,Private,60.0
45,5,None,1,,,,
45,6,A,0,Expert,Extended,Private,20.0
45,6,B,1,Advanced,Long,Default,20.0
45,6,None,0,,,,
45,7,A,1,Advanced,Extended,Private,60.0
45,7,B,0,Expert,Standard,Default,130.0
45,7,None,0,,,,
45,8,A,0,Basic,Long,Default,130.0
45,8,B,1,Advanced,Extended,Private,20.0
45,8,None,0,,,,
45,9,A,0,Basic,Standard,Private,130.0
45,9,B,0,Advanced,Standard,Default,130.0
45,9,None,1,,,,
46,1,A,0,Advanced,Standard,Default,20.0
46,1,B,1,Advanced,Standard,Private,60.0
46,1,None,0,,,,
46,2,A,0,Expert,Standard,Default,20.0
46,2,B,0,Expert,Long,Private,130.0
46,2,None,1,,,,
46,3,A,0,Advanced,Long,Private,130.0
46,3,B,0,Basic,Long,Default,20.0
46,3,None,1,,,,
46,4,A,0,Advanced,Long,Private,60.0
46,4,B,0,Expert,Long,Default,20.0
46,4,None,1,,,,
46,5,A,0,Advanced,Extended,Default,130.0
46,5,B,1,Expert,Standard,Private,60.0
46,5,None,0,,,,
46,6,A,1,Expert,Extended,Private,20.0
46,6,B,0,Advanced,Long,Default,20.0
46,6,None,0,,,,
46,7,A,0,Advanced,Extended,Private,60.0
46,7,B,0,Expert,Standard,Default,130.0
46,7,None,1,,,,
46,8,A,0,Basic,Long,Default,130.0
46,8,B,1,Advanced,Extended,Private,20.0
46,8,None,0,,,,
46,9,A,0,Basic,Standard,Private,130.0
46,9,B,0,Advanced,Standard,Default,130.0
46,9,None,1,,,,
47,1,A,1,Advanced,Standard,Default,20.0
47,1,B,0,Advanced,Standard,Private,60.0
47,1,None,0,,,,
47,2,A,1,Expert,Standard,Default,20.0
47,2,B,0,Expert,Long,Private,130.0
47,2,None,0,,,,
47,3,A,0,Advanced,Long,Private,130.0
47,3,B,1,Basic,Long,Default,20.0
47,3,None,0,,,,
47,4,A,0,Advanced,Long,Private,60.0
47,4,B,1,Expert,Long,Default,20.0
47,4,None,0,,,,
47,5,A,0,Advanced,Extended,Default,130.0
47,5,B,0,Expert,Standard,Private,60.0
47,5,None,1,,,,
47,6,A,1,Expert,Extended,Private,20.0
47,6,B,0,Advanced,Long,Default,20.0
47,6,None,0,,,,
47,7,A,0,Advanced,Extended,Private,60.0
47,7,B,0,Expert,Standard,Default,130.0
47,7,None,1,,,,
47,8,A,0,Basic,Long,Default,130.0
47,8,B,1,Advanced,Extended,Private,20.0
47,8,None,0,,,,
47,9,A,0,Basic,Standard,Private,130.0
47,9,B,0,Advanced,Standard,Default,130.0
47,9,None,1,,,,
48,1,A,0,Advanced,Standard,Default,20.0
48,1,B,0,Advanced,Standard,Private,60.0
48,1,None,1,,,,
48,2,A,1,Expert,Standard,Default,20.0
48,2,B,0,Expert,Long,Private,130.0
48,2,None,0,,,,
48,3,A,0,Advanced,Long,Private,130.0
48,3,B,0,Basic,Long,Default,20.0
48,3,None,1,,,,
48,4,A,1,Advanced,Long,Private,60.0
48,4,B,0,Expert,Long,Default,20.0
48,4,None,0,,,,
48,5,A,0,Advanced,Extended,Default,130.0
48,5,B,1,Expert,Standard,Private,60.0
48,5,None,0,,,,
48,6,A,1,Expert,Extended,Private,20.0
48,6,B,0,Advanced,Long,Default,20.0
48,6,None,0,,,,
48,7,A,0,Advanced,Extended,Private,60.0
48,7,B,0,Expert,Standard,Default,130.0
48,7,None,1,,,,
48,8,A,0,Basic,Long,Default,130.0
48,8,B,1,Advanced,Extended,Private,20.0
48,8,None,0,,,,
48,9,A,0,Basic,Standard,Private,130.0
48,9,B,0,Advanced,Standard,Default,130.0
48,9,None,1,,,,
49,1,A,1,Advanced,Standard,Default,20.0
49,1,B,0,Advanced,Standard,Private,60.0
49,1,None,0,,,,
49,2,A,1,Expert,Standard,Default,20.0
49,2,B,0,Expert,Long,Private,130.0
49,2,None,0,,,,
49,3,A,0,Advanced,Long,Private,130.0
49,3,B,1,Basic,Long,Default,20.0
49,3,None,0,,,,
49,4,A,0,Advanced,Long,Private,60.0
49,4,B,0,Expert,Long,Default,20.0
49,4,None,1,,,,
49,5,A,0,Advanced,Extended,Default,130.0
49,5,B,1,Expert,Standard,Private,60.0
49,5,None,0,,,,
49,6,A,1,Expert,Extended,Private,20.0
49,6,B,0,Advanced,Long,Default,20.0
49,6,None,0,,,,
49,7,A,1,Advanced,Extended,Private,60.0
49,7,B,0,Expert,Standard,Default,130.0
49,7,None,0,,,,
49,8,A,0,Basic,Long,Default,130.0
49,8,B,1,Advanced,Extended,Private,20.0
49,8,None,0,,,,
49,9,A,0,Basic,Standard,Private,130.0
49,9,B,0,Advanced,Standard,Default,130.0
49,9,None,1,,,,
50,1,A,1,Advanced,Standard,Default,20.0
50,1,B,0,Advanced,Standard,Private,60.0
50,1,None,0,,,,
50,2,A,0,Expert,Standard,Default,20.0
50,2,B,0,Expert,Long,Private,130.0
50,2,None,1,,,,
50,3,A,0,Advanced,Long,Private,130.0
50,3,B,1,Basic,Long,Default,20.0
50,3,None,0,,,,
50,4,A,0,Advanced,Long,Private,60.0
50,4,B,0,Expert,Long,Default,20.0
50,4,None,1,,,,
50,5,A,0,Advanced,Extended,Default,130.0
50,5,B,1,Expert,Standard,Private,60.0
50,5,None,0,,,,
50,6,A,0,Expert,Extended,Private,20.0
50,6,B,0,Advanced,Long,Default,20.0
50,6,None,1,,,,
50,7,A,0,Advanced,Extended,Private,60.0
50,7,B,0,Expert,Standard,Default,130.0
50,7,None,1,,,,
50,8,A,0,Basic,Long,Default,130.0
50,8,B,1,Advanced,Extended,Private,20.0
50,8,None,0,,,,
50,9,A,0,Basic,Standard,Private,130.0
50,9,B,0,Advanced,Standard,Default,130.0
50,9,None,1,,,,
51,1,A,0,Advanced,Standard,Default,20.0
51,1,B,0,Advanced,Standard,Private,60.0
51,1,None,1,,,,
51,2,A,1,Expert,Standard,Default,20.0
51,2,B,0,Expert,Long,Private,130.0
51,2,None,0,,,,
51,3,A,0,Advanced,Long,Private,130.0
51,3,B,0,Basic,Long,Default,20.0
51,3,None,1,,,,
51,4,A,1,Advanced,Long,Private,60.0
51,4,B,0,Expert,Long,Default,20.0
51,4,None,0,,,,
51,5,A,1,Advanced,Extended,Default,130.0
51,5,B,0,Expert,Standard,Private,60.0
51,5,None,0,,,,
51,6,A,0,Expert,Extended,Private,20.0
51,6,B,1,Advanced,Long,Default,20.0
51,6,None,0,,,,
51,7,A,0,Advanced,Extended,Private,60.0
51,7,B,1,Expert,Standard,Default,130.0
51,7,None,0,,,,
51,8,A,0,Basic,Long,Default,130.0
51,8,B,0,Advanced,Extended,Private,20.0
51,8,None,1,,,,
51,9,A,0,Basic,Standard,Private,130.0
51,9,B,0,Advanced,Standard,Default,130.0
51,9,None,1,,,,
52,1,A,0,Advanced,Standard,Default,20.0
52,1,B,0,Advanced,Standard,Private,60.0
52,1,None,1,,,,
52,2,A,0,Expert,Standard,Default,20.0
52,2,B,0,Expert,Long,Private,130.0
52,2,None,1,,,,
52,3,A,0,Advanced,Long,Private,130.0
52,3,B,0,Basic,Long,Default,20.0
52,3,None,1,,,,
52,4,A,0,Advanced,Long,Private,60.0
52,4,B,0,Expert,Long,Default,20.0
52,4,None,1,,,,
52,5,A,0,Advanced,Extended,Default,130.0
52,5,B,1,Expert,Standard,Private,60.0
52,5,None,0,,,,
52,6,A,1,Expert,Extended,Private,20.0
52,6,B,0,Advanced,Long,Default,20.0
52,6,None,0,,,,
52,7,A,1,Advanced,Extended,Private,60.0
52,7,B,0,Expert,Standard,Default,130.0
52,7,None,0,,,,
52,8,A,0,Basic,Long,Default,130.0
52,8,B,1,Advanced,Extended,Private,20.0
52,8,None,0,,,,
52,9,A,0,Basic,Standard,Private,130.0
52,9,B,1,Advanced,Standard,Default,130.0
52,9,None,0,,,,
53,1,A,1,Advanced,Standard,Default,20.0
53,1,B,0,Advanced,Standard,Private,60.0
53,1,None,0,,,,
53,2,A,1,Expert,Standard,Default,20.0
53,2,B,0,Expert,Long,Private,130.0
53,2,None,0,,,,
53,3,A,0,Advanced,Long,Private,130.0
53,3,B,0,Basic,Long,Default,20.0
53,3,None,1,,,,
53,4,A,0,Advanced,Long,Private,60.0
53,4,B,1,Expert,Long,Default,20.0
53,4,None,0,,,,
53,5,A,0,Advanced,Extended,Default,130.0
53,5,B,0,Expert,Standard,Private,60.0
53,5,None,1,,,,
53,6,A,1,Expert,Extended,Private,20.0
53,6,B,0,Advanced,Long,Default,20.0
53,6,None,0,,,,
53,7,A,0,Advanced,Extended,Private,60.0
53,7,B,0,Expert,Standard,Default,130.0
53,7,None,1,,,,
53,8,A,0,Basic,Long,Default,130.0
53,8,B,0,Advanced,Extended,Private,20.0
53,8,None,1,,,,
53,9,A,0,Basic,Standard,Private,130.0
53,9,B,0,Advanced,Standard,Default,130.0
53,9,None,1,,,,
54,1,A,0,Advanced,Standard,Default,20.0
54,1,B,1,Advanced,Standard,Private,60.0
54,1,None,0,,,,
54,2,A,1,Expert,Standard,Default,20.0
54,2,B,0,Expert,Long,Private,130.0
